0,1,2,3,4,5,6,7,8,9,10,11
0.36007282022268405,0.5861312548504222,0.8137151161844135,0.6887244246199765,0.37132852850851494,0.3419648925912376,0.003403285928590913,0.011680808946158439,0.024386067464758313,-0.033937107393971926,-0.0007342074053144822,0.023475497304300742
0.5861312548504222,0.8137151161844135,0.6887244246199765,0.37132852850851494,0.3419648925912376,0.42795560933557125,0.011680808946158439,0.024386067464758313,-0.033937107393971926,-0.0007342074053144822,0.023475497304300742,-0.0029720730438726663
0.8137151161844135,0.6887244246199765,0.37132852850851494,0.3419648925912376,0.42795560933557125,0.2603975670223195,0.024386067464758313,-0.033937107393971926,-0.0007342074053144822,0.023475497304300742,-0.0029720730438726663,-0.018202708702384586
0.6887244246199765,0.37132852850851494,0.3419648925912376,0.42795560933557125,0.2603975670223195,0.046922587087198556,-0.033937107393971926,-0.0007342074053144822,0.023475497304300742,-0.0029720730438726663,-0.018202708702384586,0.03393302295555082
0.37132852850851494,0.3419648925912376,0.42795560933557125,0.2603975670223195,0.046922587087198556,0.3509854610668119,-0.0007342074053144822,0.023475497304300742,-0.0029720730438726663,-0.018202708702384586,0.03393302295555082,0.060336080460283215
0.3419648925912376,0.42795560933557125,0.2603975670223195,0.046922587087198556,0.3509854610668119,0.5801911253818546,0.023475497304300742,-0.0029720730438726663,-0.018202708702384586,0.03393302295555082,0.060336080460283215,-0.02624621224141467
0.42795560933557125,0.2603975670223195,0.046922587087198556,0.3509854610668119,0.5801911253818546,0.8077013137640251,-0.0029720730438726663,-0.018202708702384586,0.03393302295555082,0.060336080460283215,-0.02624621224141467,-0.016199317612021057
0.2603975670223195,0.046922587087198556,0.3509854610668119,0.5801911253818546,0.8077013137640251,0.30073224408867416,-0.018202708702384586,0.03393302295555082,0.060336080460283215,-0.02624621224141467,-0.016199317612021057,0.002119900151804419
0.046922587087198556,0.3509854610668119,0.5801911253818546,0.8077013137640251,0.30073224408867416,0.5470959934580378,0.03393302295555082,0.060336080460283215,-0.02624621224141467,-0.016199317612021057,0.002119900151804419,-0.001514685002561798
0.3509854610668119,0.5801911253818546,0.8077013137640251,0.30073224408867416,0.5470959934580378,0.5455608147056225,0.060336080460283215,-0.02624621224141467,-0.016199317612021057,0.002119900151804419,-0.001514685002561798,0.02901940103784307
0.5801911253818546,0.8077013137640251,0.30073224408867416,0.5470959934580378,0.5455608147056225,1.502507478982451,-0.02624621224141467,-0.016199317612021057,0.002119900151804419,-0.001514685002561798,0.02901940103784307,-0.08283936391642317
0.8077013137640251,0.30073224408867416,0.5470959934580378,0.5455608147056225,1.502507478982451,1.9598217798353508,-0.016199317612021057,0.002119900151804419,-0.001514685002561798,0.02901940103784307,-0.08283936391642317,-0.09465666343948985
